Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Bayleef,Grass,Leaf Pokémon,1.2 m (3′11″),15.8 kg (34.8 lbs),1. OvergrowLeaf Guard (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",60,62,80,63,80,60
Meganium,Grass,Herb Pokémon,1.8 m (5′11″),100.5 kg (221.6 lbs),1. OvergrowLeaf Guard (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"87.5% male, 12.5% female",80,82,100,83,100,80
Cyndaquil,Fire,Fire Mouse Pokémon,0.5 m (1′08″),7.9 kg (17.4 lbs),1. BlazeFlash Fire (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"87.5% male, 12.5% female",39,52,43,60,50,65
Quilava,Fire,Volcano Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),1. BlazeFlash Fire (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",58,64,58,80,65,80
Typhlosion,Fire Ghost,Ghost Flame Pokémon,1.6 m (5′03″),69.8 kg (153.9 lbs),Blaze Frisk,"45 (5.9% with PokéBall, full HP)",50 (normal),267,Medium Slow,"87.5% male, 12.5% female",73,84,78,119,85,95
Totodile,Water,Big Jaw Pokémon,0.6 m (2′00″),9.5 kg (20.9 lbs),1. TorrentSheer Force (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"87.5% male, 12.5% female",50,65,64,44,48,43
Croconaw,Water,Big Jaw Pokémon,1.1 m (3′07″),25.0 kg (55.1 lbs),1. TorrentSheer Force (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",65,80,80,59,63,58
Feraligatr,Water,Big Jaw Pokémon,2.3 m (7′07″),88.8 kg (195.8 lbs),1. TorrentSheer Force (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"87.5% male, 12.5% female",85,105,100,79,83,78
Sentret,Normal,Scout Pokémon,0.8 m (2′07″),6.0 kg (13.2 lbs),1. Run Away2. Keen EyeFrisk (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),43,Medium Fast,"50% male, 50% female",35,46,34,35,45,20
Furret,Normal,Long Body Pokémon,1.8 m (5′11″),32.5 kg (71.7 lbs),1. Run Away2. Keen EyeFrisk (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),145,Medium Fast,"50% male, 50% female",85,76,64,45,55,90
Hoothoot,Normal Flying,Owl Pokémon,0.7 m (2′04″),21.2 kg (46.7 lbs),1. Insomnia2. Keen EyeTinted Lens (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Fast,"50% male, 50% female",60,30,30,36,56,50
Noctowl,Normal Flying,Owl Pokémon,1.6 m (5′03″),40.8 kg (89.9 lbs),1. Insomnia2. Keen EyeTinted Lens (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,"50% male, 50% female",100,50,50,86,96,70
Ledyba,Bug Flying,Five Star Pokémon,1.0 m (3′03″),10.8 kg (23.8 lbs),1. Swarm2. Early BirdRattled (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),53,Fast,"50% male, 50% female",40,20,30,40,80,55
Ledian,Bug Flying,Five Star Pokémon,1.4 m (4′07″),35.6 kg (78.5 lbs),1. Swarm2. Early BirdIron Fist (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),137,Fast,"50% male, 50% female",55,35,50,55,110,85
Spinarak,Bug Poison,String Spit Pokémon,0.5 m (1′08″),8.5 kg (18.7 lbs),1. Swarm2. InsomniaSniper (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),50,Fast,"50% male, 50% female",40,60,40,40,40,30
Ariados,Bug Poison,Long Leg Pokémon,1.1 m (3′07″),33.5 kg (73.9 lbs),1. Swarm2. InsomniaSniper (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),140,Fast,"50% male, 50% female",70,90,70,60,70,40
Crobat,Poison Flying,Bat Pokémon,1.8 m (5′11″),75.0 kg (165.3 lbs),1. Inner FocusInfiltrator (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),241,Medium Fast,"50% male, 50% female",85,90,80,70,80,130
Chinchou,Water Electric,Angler Pokémon,0.5 m (1′08″),12.0 kg (26.5 lbs),1. Volt Absorb2. IlluminateWater Absorb (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),66,Slow,"50% male, 50% female",75,38,38,56,56,67
Lanturn,Water Electric,Light Pokémon,1.2 m (3′11″),22.5 kg (49.6 lbs),1. Volt Absorb2. IlluminateWater Absorb (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),161,Slow,"50% male, 50% female",125,58,58,76,76,67
Pichu,Electric,Tiny Mouse Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),1. StaticLightning Rod (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),41,Medium Fast,"50% male, 50% female",20,40,15,35,35,60
Cleffa,Fairy,Star Shape Pokémon,0.3 m (1′00″),3.0 kg (6.6 lbs),1. Cute Charm2. Magic GuardFriend Guard (hidden ability),"150 (19.6% with PokéBall, full HP)",140 (higher than normal),44,Fast,"25% male, 75% female",50,25,28,45,55,15
Igglybuff,Normal Fairy,Balloon Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),1. Cute Charm2. CompetitiveFriend Guard (hidden ability),"170 (22.2% with PokéBall, full HP)",50 (normal),42,Fast,"25% male, 75% female",90,30,15,40,20,15
Togepi,Fairy,Spike Ball Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),1. Hustle2. Serene GraceSuper Luck (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),49,Fast,"87.5% male, 12.5% female",35,20,65,40,65,20
Togetic,Fairy Flying,Happiness Pokémon,0.6 m (2′00″),3.2 kg (7.1 lbs),1. Hustle2. Serene GraceSuper Luck (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),142,Fast,"87.5% male, 12.5% female",55,40,85,80,105,40
Natu,Psychic Flying,Tiny Bird Pokémon,0.2 m (0′08″),2.0 kg (4.4 lbs),1. Synchronize2. Early BirdMagic Bounce (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,"50% male, 50% female",40,50,45,70,45,70
Xatu,Psychic Flying,Mystic Pokémon,1.5 m (4′11″),15.0 kg (33.1 lbs),1. Synchronize2. Early BirdMagic Bounce (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,"50% male, 50% female",65,75,70,95,70,95
Mareep,Electric,Wool Pokémon,0.6 m (2′00″),7.8 kg (17.2 lbs),1. StaticPlus (hidden ability),"235 (30.7% with PokéBall, full HP)",50 (normal),56,Medium Slow,"50% male, 50% female",55,40,40,65,45,35
Flaaffy,Electric,Wool Pokémon,0.8 m (2′07″),13.3 kg (29.3 lbs),1. StaticPlus (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,"50% male, 50% female",70,55,55,80,60,45
Ampharos,Electric Dragon,Light Pokémon,1.4 m (4′07″),61.5 kg (135.6 lbs),Mold Breaker,"45 (5.9% with PokéBall, full HP)",50 (normal),275,Medium Slow,"50% male, 50% female",90,95,105,165,110,45
Bellossom,Grass,Flower Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),1. ChlorophyllHealer (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,"50% male, 50% female",75,80,95,90,100,50
Marill,Water Fairy,Aqua Mouse Pokémon,0.4 m (1′04″),8.5 kg (18.7 lbs),1. Thick Fat2. Huge PowerSap Sipper (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),88,Fast,"50% male, 50% female",70,20,50,20,50,40
Azumarill,Water Fairy,Aqua Rabbit Pokémon,0.8 m (2′07″),28.5 kg (62.8 lbs),1. Thick Fat2. Huge PowerSap Sipper (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),210,Fast,"50% male, 50% female",100,50,80,60,80,50
Sudowoodo,Rock,Imitation Pokémon,1.2 m (3′11″),38.0 kg (83.8 lbs),1. Sturdy2. Rock HeadRattled (hidden ability),"65 (8.5% with PokéBall, full HP)",50 (normal),144,Medium Fast,"50% male, 50% female",70,100,115,30,65,30
Politoed,Water,Frog Pokémon,1.1 m (3′07″),33.9 kg (74.7 lbs),1. Water Absorb2. DampDrizzle (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,"50% male, 50% female",90,75,75,90,100,70
Hoppip,Grass Flying,Cottonweed Pokémon,0.4 m (1′04″),0.5 kg (1.1 lbs),1. Chlorophyll2. Leaf GuardInfiltrator (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),50,Medium Slow,"50% male, 50% female",35,35,40,35,55,50
Skiploom,Grass Flying,Cottonweed Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),1. Chlorophyll2. Leaf GuardInfiltrator (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"50% male, 50% female",55,45,50,45,65,80
Jumpluff,Grass Flying,Cottonweed Pokémon,0.8 m (2′07″),3.0 kg (6.6 lbs),1. Chlorophyll2. Leaf GuardInfiltrator (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),230,Medium Slow,"50% male, 50% female",75,55,70,55,95,110
Aipom,Normal,Long Tail Pokémon,0.8 m (2′07″),11.5 kg (25.4 lbs),1. Run Away2. PickupSkill Link (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),72,Fast,"50% male, 50% female",55,70,55,40,55,85
Sunkern,Grass,Seed Pokémon,0.3 m (1′00″),1.8 kg (4.0 lbs),1. Chlorophyll2. Solar PowerEarly Bird (hidden ability),"235 (30.7% with PokéBall, full HP)",50 (normal),36,Medium Slow,"50% male, 50% female",30,30,30,30,30,30
Sunflora,Grass,Sun Pokémon,0.8 m (2′07″),8.5 kg (18.7 lbs),1. Chlorophyll2. Solar PowerEarly Bird (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),149,Medium Slow,"50% male, 50% female",75,75,55,105,85,30
Yanma,Bug Flying,Clear Wing Pokémon,1.2 m (3′11″),38.0 kg (83.8 lbs),1. Speed Boost2. Compound EyesFrisk (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),78,Medium Fast,"50% male, 50% female",65,65,45,75,45,95
Wooper,Poison Ground,Poison Fish Pokémon,0.4 m (1′04″),11.0 kg (24.3 lbs),Poison Point Water Absorb Unaware,"255 (33.3% with PokéBall, full HP)",50 (normal),42,Medium Fast,"50% male, 50% female",55,45,45,25,25,15
Quagsire,Water Ground,Water Fish Pokémon,1.4 m (4′07″),75.0 kg (165.3 lbs),1. Damp2. Water AbsorbUnaware (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),151,Medium Fast,"50% male, 50% female",95,85,85,65,65,35
Espeon,Psychic,Sun Pokémon,0.9 m (2′11″),26.5 kg (58.4 lbs),1. SynchronizeMagic Bounce (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,"87.5% male, 12.5% female",65,65,60,130,95,110
Umbreon,Dark,Moonlight Pokémon,1.0 m (3′03″),27.0 kg (59.5 lbs),1. SynchronizeInner Focus (hidden ability),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),184,Medium Fast,"87.5% male, 12.5% female",95,65,110,60,130,65
Murkrow,Dark Flying,Darkness Pokémon,0.5 m (1′08″),2.1 kg (4.6 lbs),1. Insomnia2. Super LuckPrankster (hidden ability),"30 (3.9% with PokéBall, full HP)",35 (lower than normal),81,Medium Slow,"50% male, 50% female",60,85,42,85,42,91
Slowking,Poison Psychic,Hexpert Pokémon,1.8 m (5′11″),79.5 kg (175.3 lbs),Curious Medicine Own Tempo Regenerator,"70 (9.1% with PokéBall, full HP)",50 (normal),172,Medium Fast,"50% male, 50% female",95,65,80,110,110,30
Misdreavus,Ghost,Screech Pokémon,0.7 m (2′04″),1.0 kg (2.2 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),87,Fast,"50% male, 50% female",60,60,60,85,85,85
Unown,Psychic,Symbol Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),1. Levitate,"225 (29.4% with PokéBall, full HP)",50 (normal),118,Medium Fast,Genderless,48,72,48,72,48,48
Wobbuffet,Psychic,Patient Pokémon,1.3 m (4′03″),28.5 kg (62.8 lbs),1. Shadow TagTelepathy (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Fast,"50% male, 50% female",190,33,58,33,58,33
Girafarig,Normal Psychic,Long Neck Pokémon,1.5 m (4′11″),41.5 kg (91.5 lbs),1. Inner Focus2. Early BirdSap Sipper (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,"50% male, 50% female",70,80,65,90,65,85
Pineco,Bug,Bagworm Pokémon,0.6 m (2′00″),7.2 kg (15.9 lbs),1. SturdyOvercoat (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,"50% male, 50% female",50,65,90,35,35,15
Forretress,Bug Steel,Bagworm Pokémon,1.2 m (3′11″),125.8 kg (277.3 lbs),1. SturdyOvercoat (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,"50% male, 50% female",75,90,140,60,60,40
Dunsparce,Normal,Land Snake Pokémon,1.5 m (4′11″),14.0 kg (30.9 lbs),1. Serene Grace2. Run AwayRattled (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),145,Medium Fast,"50% male, 50% female",100,70,70,65,65,45
